variant,case_id,complexity,category,P@5,R@5,F1@5,nDCG@5,MAP,MRR,rank_changed_at5,mean_abs_score_delta,n_detected_problems
Full V6,DISABLED_002,moderate,คนพิการ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.04815143358738415,2
Full V6,DISABLED_003,complex,คนพิการ,0.2,0.5,0.28571428571428575,0.6131471927654584,0.6,1.0,True,0.047601314476605865,1
Full V6,DISABLED_004,moderate,คนพิการ,0.2,0.5,0.28571428571428575,0.23719771276929622,0.2111111111111111,0.2,True,0.05856986239172436,3
Full V6,DISABLED_005,simple,คนพิการ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.06016455102307789,3
Full V6,DISABLED_006,moderate,คนพิการ,0.6,0.6,0.6,0.7392913723522897,0.5666666666666667,1.0,True,0.05140652526591224,4
Full V6,DISABLED_007,complex,คนพิการ,0.8,0.5,0.6153846153846154,0.9218235822624828,0.8009129759129758,1.0,True,0.047662669596050915,8
Full V6,DISABLED_008,moderate,คนพิการ,0.0,0.0,0.0,0.0,0.0,0.0,True,0.07070928032301636,3
Full V6,DISABLED_009,simple,คนพิการ,0.0,0.0,0.0,0.0,0.0,0.0,True,0.06317415478585732,2
Full V6,DISABLED_010,moderate,คนพิการ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.04750969603971882,4
Full V6,HOMELESS_001,moderate,คนเร่ร่อน/ไร้ที่อยู่,0.2,0.5,0.28571428571428575,0.8262346571285599,0.5769230769230769,1.0,True,0.04541170256300068,4
Full V6,HOMELESS_002,complex,คนเร่ร่อน/ไร้ที่อยู่,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5,True,0.05427079468870775,2
Full V6,HOMELESS_003,simple,คนเร่ร่อน/ไร้ที่อยู่,0.2,1.0,0.33333333333333337,0.43067655807339306,0.25,0.25,True,0.04838662673050146,4
Full V6,HOMELESS_004,moderate,คนเร่ร่อน/ไร้ที่อยู่,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.051757361174266076,2
Full V6,HOMELESS_005,complex,คนเร่ร่อน/ไร้ที่อยู่,0.0,0.0,0.0,0.0,0.0,0.0,True,0.05171374764592505,4
Full V6,MENTAL_001,moderate,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.6,0.75,0.6666666666666665,0.7903299296767691,0.9166666666666666,1.0,True,0.08009465533476146,4
Full V6,MENTAL_002,complex,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.0,0.0,0.0,0.0,0.0,0.0,True,0.05225742171066542,2
Full V6,MENTAL_003,simple,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0512025907188861,1
Full V6,MENTAL_004,moderate,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.0,0.0,0.0,0.0,0.0,0.0,True,0.04804285648937721,4
Full V6,MENTAL_005,moderate,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.0,0.0,0.0,0.0,0.0,0.0,True,0.05504185901763866,0
Full V6,MENTAL_006,complex,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.2,1.0,0.33333333333333337,0.5,0.3333333333333333,0.3333333333333333,True,0.05087943555140985,1
Full V6,MENTAL_007,simple,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.0,0.0,0.0,0.0,0.0,0.0,True,0.05195359442232784,1
Full V6,MENTAL_008,moderate,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.0,0.0,0.0,0.0,0.0,0.0,True,0.049191431945654826,6
Full V6,MENTAL_009,complex,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.0,0.0,0.0,0.0,0.0,0.0,True,0.04837289011739788,0
Full V6,MENTAL_010,moderate,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.04695865442093221,4
Full V6,SUBSTANCE_001,moderate,ผู้ประสบปัญหายาเสพติด,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,True,0.06770569775217722,4
Full V6,SUBSTANCE_002,complex,ผู้ประสบปัญหายาเสพติด,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.06659217880612006,7
Full V6,SUBSTANCE_003,simple,ผู้ประสบปัญหายาเสพติด,0.0,0.0,0.0,0.0,0.0,0.0,True,0.047945392949668,1
Full V6,SUBSTANCE_005,moderate,ผู้ประสบปัญหายาเสพติด,0.0,0.0,0.0,0.0,0.0,0.0,True,0.048403146365932535,3
Full V6,NCD_001,simple,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.0,0.0,0.0,0.0,0.0,0.0,True,0.048433479973569185,1
Full V6,NCD_002,moderate,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,True,0.07862247896642717,1
Full V6,NCD_003,moderate,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.4,1.0,0.5714285714285715,0.9197207891481876,0.8333333333333333,1.0,True,0.07173283174038377,5
Full V6,NCD_004,complex,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,True,0.1118461087456847,4
Full V6,NCD_005,simple,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.0,0.0,0.0,0.0,0.0,0.0,True,0.04836192581291674,1
Full V6,NCD_006,moderate,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.0,0.0,0.0,0.0,0.0,0.0,True,0.04980155262855901,1
Full V6,NCD_007,moderate,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.05210883571131222,4
Full V6,NCD_008,complex,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.0,0.0,0.0,0.0,0.0,0.0,True,0.08989392506558617,2
Full V6,NCD_009,simple,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.0,0.0,0.0,0.0,0.0,0.0,True,0.04967269250419267,1
Full V6,NCD_010,moderate,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.057614177236830336,4
Full V6,HIV_TB_001,moderate,ผู้ป่วยเอดส์และวัณโรค,0.2,0.5,0.28571428571428575,0.6131471927654584,0.6666666666666666,1.0,True,0.08305761870741399,3
Full V6,HIV_TB_002,complex,ผู้ป่วยเอดส์และวัณโรค,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.08005148291717708,3
Full V6,HIV_TB_003,simple,ผู้ป่วยเอดส์และวัณโรค,0.0,0.0,0.0,0.0,0.0,0.0,True,0.05426625106029497,1
Full V6,HIV_TB_004,moderate,ผู้ป่วยเอดส์และวัณโรค,0.0,0.0,0.0,0.0,0.0,0.0,True,0.04793933323582274,2
Full V6,HIV_TB_005,complex,ผู้ป่วยเอดส์และวัณโรค,0.2,1.0,0.33333333333333337,0.5,0.3333333333333333,0.3333333333333333,True,0.08656824203623885,6
Full V6,BEDRIDDEN_001,complex,เคสติดเตียงไร้ญาติ,0.6,0.6,0.6,0.7227265726449519,0.8583333333333332,1.0,True,0.07601799688539976,5
Full V6,BEDRIDDEN_002,moderate,เคสติดเตียงไร้ญาติ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.10772541548187173,3
Full V6,BEDRIDDEN_003,moderate,เคสติดเตียงไร้ญาติ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.0452840315732025,3
Full V6,BEDRIDDEN_004,complex,เคสติดเตียงไร้ญาติ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.130612734487495,4
Full V6,BEDRIDDEN_005,moderate,เคสติดเตียงไร้ญาติ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.058129787743977895,4
Full V6,BEDRIDDEN_006,simple,เคสติดเตียงไร้ญาติ,0.0,0.0,0.0,0.0,0.0,0.0,True,0.05372291446318599,2
Full V6,BEDRIDDEN_007,complex,เคสติดเตียงไร้ญาติ,0.2,0.5,0.28571428571428575,0.6131471927654584,0.6666666666666666,1.0,True,0.09808966751341944,6
Full V6,BEDRIDDEN_008,moderate,เคสติดเตียงไร้ญาติ,0.0,0.0,0.0,0.0,0.0,0.0,True,0.09758136731074195,3
Full V6,BEDRIDDEN_009,moderate,เคสติดเตียงไร้ญาติ,0.2,0.5,0.28571428571428575,0.6131471927654584,0.625,1.0,True,0.05328120578867313,2
w/o Adaptive Alpha,CHILD_001,moderate,เด็กและเยาวชน,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,True,0.05226636878368636,2
w/o Adaptive Alpha,CHILD_002,complex,เด็กและเยาวชน,0.6,0.6,0.6,0.3901571199623462,0.6944444444444444,1.0,True,0.05022459679452411,5
w/o Adaptive Alpha,CHILD_003,simple,เด็กและเยาวชน,0.0,0.0,0.0,0.0,0.0,0.0,True,0.05253838848617157,2
w/o Adaptive Alpha,CHILD_004,moderate,เด็กและเยาวชน,0.4,0.4,0.4000000000000001,0.26261611549809705,0.5988095238095238,1.0,True,0.05438156466465651,3
w/o Adaptive Alpha,CHILD_005,complex,เด็กและเยาวชน,0.0,0.0,0.0,0.0,0.0,0.0,True,0.050041510342967714,0
w/o Adaptive Alpha,ELDER_001,simple,ผู้สูงอายุ,0.0,0.0,0.0,0.0,0.0,0.0,True,0.05030039983292456,1
w/o Adaptive Alpha,ELDER_002,moderate,ผู้สูงอายุ,0.0,0.0,0.0,0.0,0.0,0.0,True,0.14486344442471155,7
w/o Adaptive Alpha,ELDER_003,simple,ผู้สูงอายุ,0.0,0.0,0.0,0.0,0.0,0.0,True,0.04954912384393398,2
w/o Adaptive Alpha,ELDER_004,complex,ผู้สูงอายุ,0.8,0.5714285714285714,0.6666666666666666,0.8687949224876582,0.8347247990105133,1.0,True,0.12189492095396978,10
w/o Adaptive Alpha,ELDER_005,moderate,ผู้สูงอายุ,0.0,0.0,0.0,0.0,0.0,0.0,False,0.04872309034280823,2
w/o Adaptive Alpha,ELDER_006,moderate,ผู้สูงอายุ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.05492628886742999,5
w/o Adaptive Alpha,ELDER_007,simple,ผู้สูงอายุ,0.0,0.0,0.0,0.0,0.0,0.0,True,0.05075428638362854,0
w/o Adaptive Alpha,ELDER_008,complex,ผู้สูงอายุ,0.6,1.0,0.7499999999999999,0.5865409417085417,0.6388888888888888,0.5,True,0.07546675210189076,6
w/o Adaptive Alpha,ELDER_009,moderate,ผู้สูงอายุ,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5,True,0.04757550294355187,4
w/o Adaptive Alpha,ELDER_010,complex,ผู้สูงอายุ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.07637816723865189,3
w/o Adaptive Alpha,DISABLED_001,simple,คนพิการ,0.0,0.0,0.0,0.0,0.0,0.0,True,0.049095283348826,2
w/o Adaptive Alpha,DISABLED_002,moderate,คนพิการ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.04815143358738415,2
w/o Adaptive Alpha,DISABLED_003,complex,คนพิการ,0.2,0.5,0.28571428571428575,0.6131471927654584,0.6,1.0,True,0.047601314476605865,1
w/o Adaptive Alpha,DISABLED_004,moderate,คนพิการ,0.2,0.5,0.28571428571428575,0.23719771276929622,0.2111111111111111,0.2,True,0.05856986239172436,3
w/o Adaptive Alpha,DISABLED_005,simple,คนพิการ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.06016455102307789,3
w/o Adaptive Alpha,DISABLED_006,moderate,คนพิการ,0.6,0.6,0.6,0.7392913723522897,0.5666666666666667,1.0,True,0.05140652526591224,4
w/o Adaptive Alpha,DISABLED_007,complex,คนพิการ,0.8,0.5,0.6153846153846154,0.9218235822624828,0.8009129759129758,1.0,True,0.047662669596050915,8
w/o Adaptive Alpha,DISABLED_008,moderate,คนพิการ,0.0,0.0,0.0,0.0,0.0,0.0,True,0.07070928032301636,3
w/o Adaptive Alpha,DISABLED_009,simple,คนพิการ,0.0,0.0,0.0,0.0,0.0,0.0,True,0.06317415478585732,2
w/o Adaptive Alpha,DISABLED_010,moderate,คนพิการ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.04750969603971882,4
w/o Adaptive Alpha,HOMELESS_001,moderate,คนเร่ร่อน/ไร้ที่อยู่,0.2,0.5,0.28571428571428575,0.8262346571285599,0.5769230769230769,1.0,True,0.04541170256300068,4
w/o Adaptive Alpha,HOMELESS_002,complex,คนเร่ร่อน/ไร้ที่อยู่,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5,True,0.05427079468870775,2
w/o Adaptive Alpha,HOMELESS_003,simple,คนเร่ร่อน/ไร้ที่อยู่,0.2,1.0,0.33333333333333337,0.43067655807339306,0.25,0.25,True,0.04838662673050146,4
w/o Adaptive Alpha,HOMELESS_004,moderate,คนเร่ร่อน/ไร้ที่อยู่,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.051757361174266076,2
w/o Adaptive Alpha,HOMELESS_005,complex,คนเร่ร่อน/ไร้ที่อยู่,0.0,0.0,0.0,0.0,0.0,0.0,True,0.05171374764592505,4
w/o Adaptive Alpha,MENTAL_001,moderate,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.6,0.75,0.6666666666666665,0.7903299296767691,0.9166666666666666,1.0,True,0.08009465533476146,4
w/o Adaptive Alpha,MENTAL_002,complex,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.0,0.0,0.0,0.0,0.0,0.0,True,0.05225742171066542,2
w/o Adaptive Alpha,MENTAL_003,simple,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0512025907188861,1
w/o Adaptive Alpha,MENTAL_004,moderate,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.0,0.0,0.0,0.0,0.0,0.0,True,0.04804285648937721,4
w/o Adaptive Alpha,MENTAL_005,moderate,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.0,0.0,0.0,0.0,0.0,0.0,True,0.05504185901763866,0
w/o Adaptive Alpha,MENTAL_006,complex,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.2,1.0,0.33333333333333337,0.5,0.3333333333333333,0.3333333333333333,True,0.05087943555140985,1
w/o Adaptive Alpha,MENTAL_007,simple,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.0,0.0,0.0,0.0,0.0,0.0,True,0.05195359442232784,1
w/o Adaptive Alpha,MENTAL_008,moderate,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.0,0.0,0.0,0.0,0.0,0.0,True,0.049191431945654826,6
w/o Adaptive Alpha,MENTAL_009,complex,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.0,0.0,0.0,0.0,0.0,0.0,True,0.04837289011739788,0
w/o Adaptive Alpha,MENTAL_010,moderate,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.04695865442093221,4
w/o Adaptive Alpha,SUBSTANCE_001,moderate,ผู้ประสบปัญหายาเสพติด,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,True,0.06770569775217722,4
w/o Adaptive Alpha,SUBSTANCE_002,complex,ผู้ประสบปัญหายาเสพติด,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.06659217880612006,7
w/o Adaptive Alpha,SUBSTANCE_003,simple,ผู้ประสบปัญหายาเสพติด,0.0,0.0,0.0,0.0,0.0,0.0,True,0.047945392949668,1
w/o Adaptive Alpha,SUBSTANCE_005,moderate,ผู้ประสบปัญหายาเสพติด,0.0,0.0,0.0,0.0,0.0,0.0,True,0.048403146365932535,3
w/o Adaptive Alpha,NCD_001,simple,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.0,0.0,0.0,0.0,0.0,0.0,True,0.048433479973569185,1
w/o Adaptive Alpha,NCD_002,moderate,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,True,0.07862247896642717,1
w/o Adaptive Alpha,NCD_003,moderate,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.4,1.0,0.5714285714285715,0.9197207891481876,0.8333333333333333,1.0,True,0.07173283174038377,5
w/o Adaptive Alpha,NCD_004,complex,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,True,0.1118461087456847,4
w/o Adaptive Alpha,NCD_005,simple,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.0,0.0,0.0,0.0,0.0,0.0,True,0.04836192581291674,1
w/o Adaptive Alpha,NCD_006,moderate,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.0,0.0,0.0,0.0,0.0,0.0,True,0.04980155262855901,1
w/o Adaptive Alpha,NCD_007,moderate,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.05210883571131222,4
w/o Adaptive Alpha,NCD_008,complex,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.0,0.0,0.0,0.0,0.0,0.0,True,0.08989392506558617,2
w/o Adaptive Alpha,NCD_009,simple,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.0,0.0,0.0,0.0,0.0,0.0,True,0.04967269250419267,1
w/o Adaptive Alpha,NCD_010,moderate,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.057614177236830336,4
w/o Adaptive Alpha,HIV_TB_001,moderate,ผู้ป่วยเอดส์และวัณโรค,0.2,0.5,0.28571428571428575,0.6131471927654584,0.6666666666666666,1.0,True,0.08305761870741399,3
w/o Adaptive Alpha,HIV_TB_002,complex,ผู้ป่วยเอดส์และวัณโรค,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.08005148291717708,3
w/o Adaptive Alpha,HIV_TB_003,simple,ผู้ป่วยเอดส์และวัณโรค,0.0,0.0,0.0,0.0,0.0,0.0,True,0.05426625106029497,1
w/o Adaptive Alpha,HIV_TB_004,moderate,ผู้ป่วยเอดส์และวัณโรค,0.0,0.0,0.0,0.0,0.0,0.0,True,0.04793933323582274,2
w/o Adaptive Alpha,HIV_TB_005,complex,ผู้ป่วยเอดส์และวัณโรค,0.2,1.0,0.33333333333333337,0.5,0.3333333333333333,0.3333333333333333,True,0.08656824203623885,6
w/o Adaptive Alpha,BEDRIDDEN_001,complex,เคสติดเตียงไร้ญาติ,0.6,0.6,0.6,0.7227265726449519,0.8583333333333332,1.0,True,0.07601799688539976,5
w/o Adaptive Alpha,BEDRIDDEN_002,moderate,เคสติดเตียงไร้ญาติ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.10772541548187173,3
w/o Adaptive Alpha,BEDRIDDEN_003,moderate,เคสติดเตียงไร้ญาติ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.0452840315732025,3
w/o Adaptive Alpha,BEDRIDDEN_004,complex,เคสติดเตียงไร้ญาติ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.130612734487495,4
w/o Adaptive Alpha,BEDRIDDEN_005,moderate,เคสติดเตียงไร้ญาติ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.058129787743977895,4
w/o Adaptive Alpha,BEDRIDDEN_006,simple,เคสติดเตียงไร้ญาติ,0.0,0.0,0.0,0.0,0.0,0.0,True,0.05372291446318599,2
w/o Adaptive Alpha,BEDRIDDEN_007,complex,เคสติดเตียงไร้ญาติ,0.2,0.5,0.28571428571428575,0.6131471927654584,0.6666666666666666,1.0,True,0.09808966751341944,6
w/o Adaptive Alpha,BEDRIDDEN_008,moderate,เคสติดเตียงไร้ญาติ,0.0,0.0,0.0,0.0,0.0,0.0,True,0.09758136731074195,3
w/o Adaptive Alpha,BEDRIDDEN_009,moderate,เคสติดเตียงไร้ญาติ,0.2,0.5,0.28571428571428575,0.6131471927654584,0.625,1.0,True,0.05328120578867313,2
w/o Bayesian Prior,CHILD_001,moderate,เด็กและเยาวชน,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,True,0.05226636878368636,2
w/o Bayesian Prior,CHILD_002,complex,เด็กและเยาวชน,0.6,0.6,0.6,0.3901571199623462,0.6944444444444444,1.0,True,0.05022459679452411,5
w/o Bayesian Prior,CHILD_003,simple,เด็กและเยาวชน,0.0,0.0,0.0,0.0,0.0,0.0,True,0.05253838848617157,2
w/o Bayesian Prior,CHILD_004,moderate,เด็กและเยาวชน,0.4,0.4,0.4000000000000001,0.26261611549809705,0.5988095238095238,1.0,True,0.05438156466465651,3
w/o Bayesian Prior,CHILD_005,complex,เด็กและเยาวชน,0.0,0.0,0.0,0.0,0.0,0.0,True,0.050041510342967714,0
w/o Bayesian Prior,ELDER_001,simple,ผู้สูงอายุ,0.0,0.0,0.0,0.0,0.0,0.0,True,0.05030039983292456,1
w/o Bayesian Prior,ELDER_002,moderate,ผู้สูงอายุ,0.0,0.0,0.0,0.0,0.0,0.0,True,0.14486344442471155,7
w/o Bayesian Prior,ELDER_003,simple,ผู้สูงอายุ,0.0,0.0,0.0,0.0,0.0,0.0,True,0.04954912384393398,2
w/o Bayesian Prior,ELDER_004,complex,ผู้สูงอายุ,0.8,0.5714285714285714,0.6666666666666666,0.8687949224876582,0.8347247990105133,1.0,True,0.12189492095396978,10
w/o Bayesian Prior,ELDER_005,moderate,ผู้สูงอายุ,0.0,0.0,0.0,0.0,0.0,0.0,False,0.04872309034280823,2
w/o Bayesian Prior,ELDER_006,moderate,ผู้สูงอายุ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.05492628886742999,5
w/o Bayesian Prior,ELDER_007,simple,ผู้สูงอายุ,0.0,0.0,0.0,0.0,0.0,0.0,True,0.05075428638362854,0
w/o Bayesian Prior,ELDER_008,complex,ผู้สูงอายุ,0.6,1.0,0.7499999999999999,0.5865409417085417,0.6388888888888888,0.5,True,0.07546675210189076,6
w/o Bayesian Prior,ELDER_009,moderate,ผู้สูงอายุ,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5,True,0.04757550294355187,4
w/o Bayesian Prior,ELDER_010,complex,ผู้สูงอายุ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.07637816723865189,3
w/o Bayesian Prior,DISABLED_001,simple,คนพิการ,0.0,0.0,0.0,0.0,0.0,0.0,True,0.049095283348826,2
w/o Bayesian Prior,DISABLED_002,moderate,คนพิการ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.04815143358738415,2
w/o Bayesian Prior,DISABLED_003,complex,คนพิการ,0.2,0.5,0.28571428571428575,0.6131471927654584,0.6,1.0,True,0.047601314476605865,1
w/o Bayesian Prior,DISABLED_004,moderate,คนพิการ,0.2,0.5,0.28571428571428575,0.23719771276929622,0.2111111111111111,0.2,True,0.05856986239172436,3
w/o Bayesian Prior,DISABLED_005,simple,คนพิการ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.06016455102307789,3
w/o Bayesian Prior,DISABLED_006,moderate,คนพิการ,0.6,0.6,0.6,0.7392913723522897,0.5666666666666667,1.0,True,0.05140652526591224,4
w/o Bayesian Prior,DISABLED_007,complex,คนพิการ,0.8,0.5,0.6153846153846154,0.9218235822624828,0.8009129759129758,1.0,True,0.047662669596050915,8
w/o Bayesian Prior,DISABLED_008,moderate,คนพิการ,0.0,0.0,0.0,0.0,0.0,0.0,True,0.07070928032301636,3
w/o Bayesian Prior,DISABLED_009,simple,คนพิการ,0.0,0.0,0.0,0.0,0.0,0.0,True,0.06317415478585732,2
w/o Bayesian Prior,DISABLED_010,moderate,คนพิการ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.04750969603971882,4
w/o Bayesian Prior,HOMELESS_001,moderate,คนเร่ร่อน/ไร้ที่อยู่,0.2,0.5,0.28571428571428575,0.8262346571285599,0.5769230769230769,1.0,True,0.04541170256300068,4
w/o Bayesian Prior,HOMELESS_002,complex,คนเร่ร่อน/ไร้ที่อยู่,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5,True,0.05427079468870775,2
w/o Bayesian Prior,HOMELESS_003,simple,คนเร่ร่อน/ไร้ที่อยู่,0.2,1.0,0.33333333333333337,0.43067655807339306,0.25,0.25,True,0.04838662673050146,4
w/o Bayesian Prior,HOMELESS_004,moderate,คนเร่ร่อน/ไร้ที่อยู่,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.051757361174266076,2
w/o Bayesian Prior,HOMELESS_005,complex,คนเร่ร่อน/ไร้ที่อยู่,0.0,0.0,0.0,0.0,0.0,0.0,True,0.05171374764592505,4
w/o Bayesian Prior,MENTAL_001,moderate,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.6,0.75,0.6666666666666665,0.7903299296767691,0.9166666666666666,1.0,True,0.08009465533476146,4
